,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
3926,Nissan Micra Diesel XV,2013,300000,90000,Diesel,Individual,Manual,First Owner,Nissan
3928,Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,Maruti
3929,Tata Aria Pleasure 4x2,2012,360000,70000,Diesel,Individual,Manual,Second Owner,Tata
3930,Honda Accord 2.4 MT,2009,450000,55000,Petrol,Individual,Manual,Second Owner,Honda
3931,Maruti Alto LXi,2011,175000,60000,Petrol,Individual,Manual,Third Owner,Maruti
3932,Chevrolet Cruze LT,2011,350000,74000,Diesel,Individual,Manual,Second Owner,Chevrolet
3933,Ford Figo Aspire 1.5 TDCi Titanium,2020,530000,45000,Diesel,Dealer,Manual,First Owner,Ford
3934,Honda City i-DTEC ZX,2017,1025000,38000,Diesel,Dealer,Manual,First Owner,Honda
3935,Honda BR-V i-DTEC VX MT,2017,950000,24000,Diesel,Dealer,Manual,First Owner,Honda
3936,Honda WR-V i-VTEC VX,2017,725000,29976,Petrol,Dealer,Manual,First Owner,Honda
3937,Honda City i VTEC VX,2017,919999,41000,Petrol,Dealer,Manual,First Owner,Honda
3938,Honda Jazz 1.5 V i DTEC,2018,700000,15000,Diesel,Dealer,Manual,First Owner,Honda
3939,Honda Jazz 1.5 VX i DTEC,2017,725000,36000,Diesel,Dealer,Manual,First Owner,Honda
3940,Honda BR-V i-VTEC VX MT,2017,840000,30646,Petrol,Dealer,Manual,First Owner,Honda
3941,Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,Maruti
3942,Honda City i DTEC SV,2014,665000,71318,Diesel,Dealer,Manual,First Owner,Honda
3943,Maruti 800 Std,2003,50000,78098,Petrol,Individual,Manual,First Owner,Maruti
3944,Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai
3945,Hyundai i10 Era,2012,229999,45000,Petrol,Individual,Manual,Second Owner,Hyundai
3946,Hyundai Santro Xing GL,2008,145000,67000,Petrol,Individual,Manual,First Owner,Hyundai
3949,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000,18054,Petrol,Dealer,Manual,First Owner,Ford
3950,Honda City i DTEC VX,2015,785000,40000,Diesel,Individual,Manual,First Owner,Honda
3951,Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,Hyundai
3952,Hyundai Xcent 1.1 CRDi Base,2017,300000,80000,Diesel,Individual,Manual,First Owner,Hyundai
3953,Hyundai i20 Asta 1.4 CRDi,2016,680000,20000,Diesel,Individual,Manual,First Owner,Hyundai
3954,Mahindra TUV 300 T8,2016,700000,40000,Diesel,Individual,Manual,First Owner,Mahindra
3955,Tata Indigo CS eLS BS IV,2011,180000,120000,Diesel,Individual,Manual,First Owner,Tata
3956,Ford Fiesta 1.4 SXi TDCi ABS,2008,270000,120000,Diesel,Individual,Manual,Second Owner,Ford
3957,Maruti Swift Dzire VXi,2010,370000,97000,Petrol,Individual,Manual,Second Owner,Maruti
3958,Mahindra Xylo H8 ABS with Airbags,2018,1100000,70000,Diesel,Individual,Manual,First Owner,Mahindra
3959,Hyundai Accent CRDi,2004,120000,120000,Diesel,Individual,Manual,Second Owner,Hyundai
3960,Skoda Rapid 1.6 TDI PRESTIGE,2013,430000,88000,Diesel,Individual,Manual,Second Owner,Skoda
3961,Maruti Swift ZDi,2014,550000,38406,Diesel,Dealer,Manual,First Owner,Maruti
3962,Hyundai Santro Xing GLS,2014,320000,54350,Petrol,Dealer,Manual,First Owner,Hyundai
3963,Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,Maruti
3964,Renault Duster 85PS Diesel RxE,2014,550000,58231,Diesel,Dealer,Manual,First Owner,Renault
3965,Maruti Swift VXI,2012,370000,59858,Petrol,Dealer,Manual,First Owner,Maruti
3966,Maruti Alto LXi BSIII,2010,190000,73350,Petrol,Dealer,Manual,First Owner,Maruti
3967,Renault Duster 110PS Diesel RxZ,2013,509999,88473,Diesel,Dealer,Manual,First Owner,Renault
3968,Honda City S,2013,450000,96987,Petrol,Dealer,Manual,First Owner,Honda
3969,Mercedes-Benz GLS 2016-2020 350d 4MATIC,2016,5500000,77350,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz
3970,Maruti Swift Dzire VDI,2015,550000,61187,Diesel,Dealer,Manual,First Owner,Maruti
3971,Mahindra Xylo E6,2009,400000,68350,Diesel,Dealer,Manual,First Owner,Mahindra
3972,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000,81150,Diesel,Dealer,Manual,First Owner,Ford
3973,Hyundai Grand i10 1.2 Kappa Asta,2019,500000,30000,Petrol,Individual,Manual,First Owner,Hyundai
3974,Maruti Ciaz ZXi,2015,800000,30000,Petrol,Individual,Manual,First Owner,Maruti
3975,Maruti Swift Vdi BSIII,2009,265000,120000,Diesel,Individual,Manual,Second Owner,Maruti
3976,Ford Figo Diesel Titanium,2012,175000,180000,Diesel,Individual,Manual,First Owner,Ford
3977,Fiat Palio 1.2 Sport,2007,125000,50000,Petrol,Individual,Manual,Second Owner,Fiat
3978,Tata Manza Aqua Quadrajet BS IV,2010,165000,80000,Diesel,Individual,Manual,First Owner,Tata
3979,Mahindra Verito 1.5 D2 BSIII,2011,150000,280000,Diesel,Individual,Manual,First Owner,Mahindra
3980,Hyundai Creta 1.6 CRDi SX Option,2015,1025000,90000,Diesel,Individual,Manual,Second Owner,Hyundai
3981,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1030000,250000,Diesel,Individual,Manual,Second Owner,Toyota
3982,Chevrolet Cruze LT,2012,380000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Chevrolet
3983,Maruti Swift Dzire LDi,2010,250000,110000,Diesel,Individual,Manual,Third Owner,Maruti
3984,Maruti Zen LX,2000,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti
3985,Fiat Punto EVO 1.3 Dynamic,2016,500000,35000,Diesel,Individual,Manual,First Owner,Fiat
3986,Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,Hyundai
3987,Maruti Alto LXi BSIII,2010,190000,52000,Petrol,Individual,Manual,Second Owner,Maruti
3988,Volkswagen Jetta 1.9 TDI Trendline,2009,940000,140000,Diesel,Individual,Manual,First Owner,Volkswagen
3989,Maruti Swift VXI,2013,475000,60000,Petrol,Individual,Manual,Second Owner,Maruti
3990,Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,Maruti
3991,Chevrolet Beat LS,2016,250000,70000,Petrol,Individual,Manual,Third Owner,Chevrolet
3992,Maruti Zen LX,2001,93000,97000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
3993,Ford Figo Diesel ZXI,2012,290000,125000,Diesel,Individual,Manual,Second Owner,Ford
3994,Tata Indica GLS BS IV,2010,75000,300000,Petrol,Individual,Manual,Third Owner,Tata
3995,Mahindra XUV500 W8 2WD,2015,1000000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
3996,Hyundai i20 Asta 1.4 CRDi,2015,550000,87000,Diesel,Individual,Manual,First Owner,Hyundai
3997,Fiat Punto 1.3 Emotion,2010,285000,75000,Diesel,Individual,Manual,Third Owner,Fiat
4026,Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,Maruti
4027,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000,120000,Diesel,Individual,Manual,First Owner,Ford
4028,Toyota Corolla H2,2005,175000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Toyota
4029,Maruti Ritz VDi,2012,250000,110000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti
4036,Maruti Zen LX - BS III,2006,70000,105700,Petrol,Individual,Manual,First Owner,Maruti
4037,Maruti Celerio VXI Optional,2017,430999,14000,Petrol,Dealer,Manual,First Owner,Maruti
4038,Chevrolet Spark 1.0,2010,80000,70000,Petrol,Individual,Manual,First Owner,Chevrolet
4039,Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,Maruti
4040,Maruti Eeco 7 Seater Standard BSIV,2017,350000,51000,Petrol,Dealer,Manual,First Owner,Maruti
4041,Maruti Alto 800 LXI Opt BSIV,2018,315000,56000,Petrol,Dealer,Manual,First Owner,Maruti
4042,Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,1100000,35000,Diesel,Individual,Automatic,First Owner,Volkswagen
4043,Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,Maruti
4044,Maruti Alto K10 VXI Optional,2014,285000,64000,Petrol,Dealer,Manual,Second Owner,Maruti
4045,Tata Indigo TDI,2009,100000,120000,Diesel,Individual,Manual,Third Owner,Tata
4046,Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,Maruti
4047,Volvo XC 90 D5 Inscription BSIV,2017,4500000,80000,Diesel,Individual,Automatic,First Owner,Volvo
4048,Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,Maruti
4049,Hyundai Creta 1.6 CRDi SX Plus,2016,1249000,60000,Diesel,Individual,Manual,Third Owner,Hyundai
4050,Maruti Wagon R LXI Minor,2008,120000,110000,Petrol,Individual,Manual,Third Owner,Maruti
4051,Volkswagen Vento Diesel Trendline,2011,200000,100000,Diesel,Individual,Manual,Second Owner,Volkswagen
4052,Hyundai Creta 1.6 CRDi SX,2016,1151000,85000,Diesel,Individual,Manual,First Owner,Hyundai
4053,Tata Indica Vista Quadrajet LS,2012,120000,140000,Diesel,Individual,Manual,First Owner,Tata
4054,Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,Renault
4056,Mahindra TUV 300 T10 Dual Tone,2018,784000,40000,Diesel,Individual,Manual,First Owner,Mahindra
4057,Honda Jazz 1.2 S i VTEC,2017,500000,50000,Petrol,Individual,Manual,First Owner,Honda
4058,Hyundai EON Era Plus,2018,350000,20000,Petrol,Individual,Manual,First Owner,Hyundai
4059,Mahindra XUV500 W7 AT BSIV,2018,1400000,50000,Diesel,Individual,Automatic,First Owner,Mahindra
4060,Mahindra Thar CRDe AC,2014,600000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
4061,Hyundai Grand i10 1.2 Kappa Magna BSIV,2019,525000,9400,Petrol,Individual,Manual,First Owner,Hyundai
4062,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000,12000,Diesel,Individual,Manual,First Owner,Ford
4063,Maruti Eeco 5 STR With AC Plus HTR CNG,2017,440000,14100,CNG,Dealer,Manual,First Owner,Maruti
4064,Maruti Celerio ZXI,2016,434999,21000,Petrol,Dealer,Manual,First Owner,Maruti
4065,Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner,Hyundai
4066,Maruti Ertiga SHVS ZDI Plus,2017,940000,35000,Diesel,Dealer,Manual,First Owner,Maruti
4067,Hyundai Verna 1.6 CRDi AT SX,2017,1050000,31000,Diesel,Dealer,Automatic,First Owner,Hyundai
4068,Maruti Ertiga SHVS ZDI,2016,825000,58000,Diesel,Dealer,Manual,First Owner,Maruti
4069,Maruti Wagon R VXI Minor,2012,229999,25000,Petrol,Individual,Manual,First Owner,Maruti
4070,Hyundai i20 1.2 Asta,2011,375000,72000,Petrol,Dealer,Manual,First Owner,Hyundai
4071,Maruti Ertiga ZDI,2013,640000,89000,Diesel,Dealer,Manual,First Owner,Maruti
4072,Toyota Innova 2.5 V Diesel 8-seater,2012,800000,160000,Diesel,Dealer,Manual,First Owner,Toyota
4073,Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner,Ford
4074,Hyundai i10 Sportz 1.1L,2014,300000,37555,Petrol,Dealer,Manual,First Owner,Hyundai
4075,Maruti Wagon R VXI BS IV,2018,440000,14000,Petrol,Dealer,Manual,First Owner,Maruti
4076,Maruti Ertiga VXI CNG,2014,595000,56600,CNG,Dealer,Manual,First Owner,Maruti
4077,Mahindra Scorpio EX,2013,450000,110000,Diesel,Individual,Manual,First Owner,Mahindra
4078,Maruti Vitara Brezza VDi Option,2017,690000,50000,Diesel,Individual,Manual,First Owner,Maruti
4079,Maruti Alto 800 VXI,2019,300000,5000,Petrol,Individual,Manual,First Owner,Maruti
4080,Chevrolet Sail 1.2 Base,2014,170000,100000,Petrol,Individual,Manual,Second Owner,Chevrolet
4081,Toyota Etios Liva GD SP,2012,280000,120000,Diesel,Individual,Manual,First Owner,Toyota
4082,Maruti Swift VXI BSIII,2009,220000,67580,Petrol,Individual,Manual,Second Owner,Maruti
4083,Hyundai Santro Xing GLS,2009,140000,100000,Petrol,Individual,Manual,Third Owner,Hyundai
4084,Maruti Esteem Lxi,2004,45000,60000,Petrol,Individual,Manual,First Owner,Maruti
4085,Ford Figo Diesel Titanium,2014,200000,125000,Diesel,Individual,Manual,Second Owner,Ford
4086,Mahindra Scorpio 2.6 Turbo 7 Str,2008,325000,120000,Diesel,Individual,Manual,Second Owner,Mahindra
4087,Hyundai Verna CRDi SX,2010,300000,130000,Diesel,Individual,Manual,Second Owner,Hyundai
4088,Maruti 800 AC,2009,120000,250000,Petrol,Individual,Manual,Second Owner,Maruti
4092,Mahindra Verito Vibe 1.5 dCi D6,2015,280000,40000,Diesel,Individual,Manual,First Owner,Mahindra
4093,Nissan Sunny XL D,2013,225000,78000,Diesel,Dealer,Manual,First Owner,Nissan
4094,Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000,48238,Petrol,Trustmark Dealer,Automatic,First Owner,Ford
4095,Hyundai i20 1.2 Magna Executive,2016,535000,38365,Petrol,Dealer,Manual,First Owner,Hyundai
4096,Mahindra XUV500 W10 1.99 mHawk,2016,1250000,23670,Diesel,Trustmark Dealer,Manual,First Owner,Mahindra
4097,Maruti Baleno Zeta 1.2,2017,650000,49834,Petrol,Trustmark Dealer,Manual,First Owner,Maruti
4098,Honda Brio S MT,2013,295000,57353,Petrol,Trustmark Dealer,Manual,First Owner,Honda
4099,Maruti Swift DDiS VDI,2015,480000,68308,Diesel,Trustmark Dealer,Manual,First Owner,Maruti
4100,Honda City i DTEC SV,2015,575000,63240,Diesel,Trustmark Dealer,Manual,First Owner,Honda
4105,Tata Harrier XE,2020,426000,1000,Diesel,Individual,Manual,First Owner,Tata
4108,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,295000,90000,Diesel,Individual,Manual,Third Owner,Mahindra
4129,Mahindra Xylo E4,2011,330000,100000,Diesel,Individual,Manual,Second Owner,Mahindra
4130,Maruti Ritz VXI,2009,150000,80000,Petrol,Individual,Manual,First Owner,Maruti
4131,Hyundai Creta 1.6 CRDi SX,2016,927999,90000,Diesel,Individual,Manual,First Owner,Hyundai
4132,Maruti Zen LXI,2003,70000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti
4133,Hyundai Xcent 1.2 CRDi SX,2015,399000,55000,Diesel,Dealer,Manual,First Owner,Hyundai
4134,Maruti Swift VDI Optional,2015,350000,90000,Diesel,Individual,Manual,First Owner,Maruti
4135,Mahindra Scorpio 2.6 CRDe,2006,125000,50000,Diesel,Individual,Manual,Second Owner,Mahindra
4136,Hyundai Santro Xing XS,2008,150000,90000,Petrol,Individual,Manual,Second Owner,Hyundai
4137,Hyundai EON Era Plus,2015,250000,25000,Petrol,Individual,Manual,First Owner,Hyundai
4138,Hyundai Verna 1.6 SX CRDi (O),2014,675000,61000,Diesel,Dealer,Manual,First Owner,Hyundai
4139,Maruti S-Cross Alpha DDiS 200 SH,2018,950000,30000,Diesel,Individual,Manual,First Owner,Maruti
4140,Maruti Eeco 5 STR With AC Plus HTR CNG,2018,409999,45000,CNG,Individual,Manual,First Owner,Maruti
4141,Fiat Linea Emotion (Diesel),2011,225000,60000,Diesel,Individual,Manual,First Owner,Fiat
4142,Honda Civic 1.8 V MT,2008,350000,75000,Petrol,Individual,Manual,Second Owner,Honda
4143,Tata Indica LSI,2005,51111,140000,Petrol,Individual,Manual,Third Owner,Tata
4144,Chevrolet Sail 1.3 LS,2013,290000,56000,Diesel,Dealer,Manual,First Owner,Chevrolet
4145,Toyota Camry Hybrid,2006,310000,62000,Electric,Dealer,Automatic,Second Owner,Toyota
4146,Hyundai Verna CRDi SX,2007,212000,58000,Diesel,Dealer,Manual,Second Owner,Hyundai
4147,Skoda Octavia Elegance 2.0 TDI AT,2013,900000,49000,Diesel,Dealer,Automatic,Second Owner,Skoda
4148,Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,Chevrolet
4149,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,675000,73000,Diesel,Dealer,Manual,First Owner,Toyota
4150,Honda Amaze S i-Dtech,2014,421000,69000,Diesel,Dealer,Manual,First Owner,Honda
4151,Maruti SX4 Zxi BSIII,2008,350000,10000,Petrol,Individual,Manual,First Owner,Maruti
4152,Hyundai Accent Executive CNG,2010,140000,110000,CNG,Individual,Manual,First Owner,Hyundai
4153,Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000,Diesel,Individual,Manual,Second Owner,Skoda
4154,Honda City Edge Edition Diesel SV,2018,830000,40000,Diesel,Individual,Manual,First Owner,Honda
4155,Maruti Wagon R LXI Minor,2009,180000,30000,Petrol,Individual,Manual,First Owner,Maruti
4156,Maruti Swift Vdi BSIII,2009,210000,109000,Diesel,Individual,Manual,Second Owner,Maruti
4157,Maruti SX4 S Cross DDiS 320 Zeta,2017,700000,90000,Diesel,Individual,Manual,First Owner,Maruti
4159,Tata Indigo LX,2012,125000,120000,Diesel,Individual,Manual,First Owner,Tata
4160,Hyundai Verna 1.6 VTVT S,2017,530000,64916,Petrol,Individual,Manual,First Owner,Hyundai
4161,Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,Diesel,Dealer,Manual,First Owner,Ford
4162,Maruti Baleno Zeta 1.2,2016,580000,15000,Petrol,Individual,Manual,First Owner,Maruti
4163,Audi Q3 2.0 TDI Quattro Premium Plus,2012,1400000,118000,Diesel,Individual,Automatic,Second Owner,Audi
4164,Renault KWID 1.0 RXL,2018,300000,50852,Petrol,Individual,Manual,First Owner,Renault
4165,Renault KWID RXT Optional,2016,300000,30000,Petrol,Individual,Manual,First Owner,Renault
4166,Maruti Ciaz ZDi SHVS,2015,700000,77000,Diesel,Individual,Manual,First Owner,Maruti
4167,Nissan Sunny XL,2012,250000,70000,Petrol,Individual,Manual,Third Owner,Nissan
4168,Chevrolet Tavera Neo 3 9 Str BSIII,2016,500000,120000,Diesel,Individual,Manual,First Owner,Chevrolet
4169,Honda Accord 2.4 AT,2009,428000,40000,Petrol,Individual,Automatic,Third Owner,Honda
4170,Tata Harrier XZ BSIV,2019,1400000,33000,Diesel,Individual,Manual,First Owner,Tata
4171,Hyundai EON Era Plus,2013,219000,53500,Petrol,Individual,Manual,Third Owner,Hyundai
4172,Maruti Ertiga SHVS LDI,2017,500000,40000,Diesel,Individual,Manual,First Owner,Maruti
4193,Honda City 1.5 S MT,2010,409999,60000,Petrol,Individual,Manual,First Owner,Honda
4194,Tata Tigor 1.2 Revotron XZ Option,2018,570000,5000,Petrol,Individual,Manual,First Owner,Tata
4195,Maruti SX4 Zxi BSIII,2007,160000,80000,Petrol,Individual,Manual,Third Owner,Maruti
4196,Maruti Ciaz ZDi Plus SHVS,2017,749000,51500,Diesel,Individual,Manual,Second Owner,Maruti
4197,Maruti Swift Dzire VDi,2010,300000,120000,Diesel,Individual,Manual,Third Owner,Maruti
4198,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014,550000,79800,Diesel,Dealer,Manual,First Owner,Ford
4199,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015,550000,97000,Diesel,Dealer,Manual,Second Owner,Ford
4200,Ford Ecosport 1.5 Diesel Titanium Plus,2019,1250000,6590,Diesel,Dealer,Manual,First Owner,Ford
4201,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,Diesel,Dealer,Manual,First Owner,Ford
4202,Ford Figo 1.5 Sports Edition MT,2017,600000,43235,Diesel,Dealer,Manual,First Owner,Ford
4203,Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,Diesel,Dealer,Manual,First Owner,Ford
4204,Ford Endeavour 3.2 Titanium AT 4X4,2016,1800000,126000,Diesel,Dealer,Automatic,First Owner,Ford
4205,Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,459999,140730,Diesel,Dealer,Manual,Second Owner,Ford
4206,Hyundai i20 Active 1.2 SX,2015,565000,46000,Petrol,Individual,Manual,First Owner,Hyundai
4207,Hyundai EON Era Plus,2013,170000,80000,Petrol,Individual,Manual,Third Owner,Hyundai
4208,Toyota Qualis FS B3,2001,150000,256000,Diesel,Dealer,Manual,First Owner,Toyota
4209,Mahindra Scorpio VLX 2WD BSIII,2008,295000,120000,Diesel,Individual,Manual,First Owner,Mahindra
4210,Hyundai i20 Active 1.4 SX,2018,819999,40000,Diesel,Individual,Manual,First Owner,Hyundai
4211,Hyundai Elite i20 Diesel Asta Option,2019,819999,40000,Diesel,Individual,Manual,First Owner,Hyundai
4212,Maruti Ritz VXi,2015,320000,40000,Petrol,Individual,Manual,First Owner,Maruti
4213,Ford Ecosport 1.5 DV5 MT Titanium,2015,550000,135000,Diesel,Individual,Manual,Second Owner,Ford
4214,Mahindra Bolero 2011-2019 SLX,2015,550000,50000,Diesel,Individual,Manual,First Owner,Mahindra
4215,Volkswagen Ameo 1.5 TDI Comfortline,2017,590000,98000,Diesel,Individual,Manual,First Owner,Volkswagen
4217,Honda City i DTec V,2017,950000,50000,Diesel,Individual,Manual,First Owner,Honda
4218,Honda City i-DTEC VX,2017,1000000,30000,Diesel,Individual,Manual,First Owner,Honda
4219,Nissan Terrano XE 85 PS,2013,500000,120000,Diesel,Individual,Manual,First Owner,Nissan
4220,Fiat Punto EVO 1.3 Emotion,2017,450000,70000,Diesel,Individual,Manual,First Owner,Fiat
4221,Maruti Swift Dzire VDI Optional,2017,720000,35000,Diesel,Individual,Manual,First Owner,Maruti
4222,Maruti Celerio VDi,2015,390000,70000,Diesel,Individual,Manual,Second Owner,Maruti
4223,Mahindra Thar 4X2,2014,500000,35000,Diesel,Individual,Manual,First Owner,Mahindra
4224,Toyota Fortuner 2.7 2WD AT,2016,2500000,70000,Petrol,Individual,Automatic,Second Owner,Toyota
4225,Hyundai i20 1.4 Asta Option,2017,780000,50000,Diesel,Individual,Manual,First Owner,Hyundai
4226,Maruti Swift Dzire ZDI,2015,484999,90000,Diesel,Individual,Manual,Second Owner,Maruti
4227,Volkswagen Vento Diesel Highline,2012,420000,90000,Diesel,Individual,Manual,Second Owner,Volkswagen
4228,Mahindra XUV500 W10 AWD,2015,1225000,70000,Diesel,Individual,Manual,First Owner,Mahindra
4229,Tata Indica Vista TDI LX,2015,350000,50000,Diesel,Individual,Manual,Second Owner,Tata
4230,Mahindra Verito 1.5 D4 BSIV,2015,350000,120000,Diesel,Individual,Manual,Third Owner,Mahindra
4231,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,800000,230000,Diesel,Individual,Manual,First Owner,Toyota
